Time (s),D Feed Flow (stream 2),E Feed Flow (stream 3),A Feed Flow (stream 1),A and C Feed Flow (stream 4),Compressor Recycle Valve,Purge Valve (stream 9),Separator Pot Liquid Flow (stream 10),Stripper Liquid Product Flow (stream 11),Stripper Steam Valve,Reactor Cooling Water Flow,Condenser Cooling Water Flow,Agitator Speed,A Feed (stream 1),D Feed (stream 2),E Feed (stream 3),A and C Feed (stream 4),Recycle Flow (stream 8),Reactor Feed Rate (stream 6),Reactor Pressure,Reactor Level,Reactor Temperature,Purge Rate (stream 9),Product Sep Temp,Product Sep Level,Prod Sep Pressure,Prod Sep Underflow (stream 10),Stripper Level,Stripper Pressure,Stripper Underflow (stream 11),Stripper Temperature,Stripper Steam Flow,Compressor Work,Reactor Cooling Water Outlet Temp,Separator Cooling Water Outlet Temp,Reactor Feed Component A,Reactor Feed Component B,Reactor Feed Component C,Reactor Feed Component D,Reactor Feed Component E,Reactor Feed Component F,Purge Gas Component A,Purge Gas Component B,Purge Gas Component C,Purge Gas Component D,Purge Gas Component E,Purge Gas Component F,Purge Gas Component G,Purge Gas Component H,Product Component D,Product Component E,Product Component F,Product Component G,Product Component H
140400,66.041,59.555,1.301,62.975,35.935,21.678,35.982,44.86,48.371,44.704,17.462,50.0,0.014345,3819.9,4895.8,9.4336,26.974,42.284,2929.4,77.755,120.38,0.21324,75.034,49.28,2869.5,26.144,49.277,3283.7,22.844,64.033,251.94,367.72,93.129,76.397,34.593,8.1697,29.395,6.7595,14.723,1.4941,37.009,12.848,29.214,0.78852,12.933,2.0511,3.9396,1.955,0.016773,0.56724,0.092057,53.412,45.84
140580,64.636,59.38,2.5113,61.702,35.388,24.482,38.029,47.542,44.875,43.568,18.861,50.0,0.026928,3760.2,4943.9,9.3951,26.891,42.346,2923.7,78.259,120.34,0.23059,75.021,49.976,2862.8,23.056,50.436,3278.2,22.294,63.828,236.65,367.19,93.406,75.983,34.016,8.2289,29.449,6.841,14.494,1.4926,36.915,12.8,28.854,0.80339,12.796,2.0282,3.8403,1.8758,0.0046713,0.55978,0.078122,52.449,45.274
140760,64.9,59.294,2.4854,58.194,35.295,24.061,37.609,42.053,42.713,43.634,18.324,50.0,0.027191,3744.9,4951.1,9.3176,26.786,42.403,2915.4,78.834,120.34,0.23404,74.844,49.833,2854.9,24.79,48.064,3269.3,22.566,63.534,226.88,365.65,93.51,75.481,34.016,8.2289,29.449,6.841,14.494,1.4926,36.915,12.8,28.854,0.80339,12.796,2.0282,3.8403,1.8758,0.0046713,0.55978,0.078122,52.449,45.274
140940,64.625,60.086,5.7707,58.433,34.933,22.761,38.382,47.971,40.235,42.692,20.593,50.0,0.061291,3723.8,4990.5,9.1634,27.058,42.168,2906.0,80.034,120.32,0.22207,74.574,50.096,2845.0,23.669,50.621,3261.5,21.642,63.133,220.85,364.95,93.776,75.349,34.139,8.2162,30.18,6.8386,15.304,1.5215,36.464,12.877,29.14,1.0418,13.308,2.0312,3.9596,1.9305,0.0046713,0.55978,0.078122,52.449,45.274
141120,64.618,60.395,6.0793,58.102,34.189,22.99,39.613,45.153,38.243,42.235,17.414,50.0,0.058151,3724.2,4964.7,9.1062,26.794,42.356,2895.2,79.128,120.34,0.2202,74.316,50.514,2832.4,24.891,49.403,3251.2,23.025,62.73,209.57,364.56,94.015,74.561,34.139,8.2162,30.18,6.8386,15.304,1.5215,36.464,12.877,29.14,1.0418,13.308,2.0312,3.9596,1.9305,0.0046713,0.55978,0.078122,52.449,45.274
141300,64.757,59.242,3.2992,57.787,33.848,23.495,40.938,43.404,36.006,41.644,22.211,50.0,0.026714,3719.7,4949.3,8.9505,26.76,41.864,2880.4,80.519,120.33,0.22112,73.924,50.964,2817.3,24.08,48.648,3237.4,21.045,62.248,201.31,363.23,94.251,74.105,33.897,8.3755,29.769,6.848,15.819,1.5104,36.012,12.86,29.108,1.172,13.497,2.0491,3.8536,1.7925,0.0046713,0.55978,0.078122,52.449,45.274
141480,64.582,58.513,2.8059,60.175,33.379,23.531,36.811,45.458,33.314,41.255,19.794,50.0,0.031731,3729.8,5010.3,8.725,26.958,42.178,2868.7,79.989,120.34,0.22083,73.898,49.562,2804.9,24.098,49.535,3225.9,22.09,61.694,190.78,361.47,94.418,74.572,33.897,8.3755,29.769,6.848,15.819,1.5104,36.012,12.86,29.108,1.172,13.497,2.0491,3.8536,1.7925,0.009505,0.62723,0.083776,53.281,45.686
141660,64.17,59.157,3.3347,55.506,33.395,22.587,36.639,44.731,31.093,41.63,17.136,50.0,0.035102,3751.1,4896.2,8.9755,27.082,41.839,2862.3,80.767,120.34,0.21313,74.755,49.504,2799.5,23.695,49.221,3219.5,23.223,61.328,179.37,359.0,94.334,75.909,33.812,8.322,29.342,7.0937,15.945,1.4879,35.355,13.121,28.378,0.9697,14.224,1.9915,3.9002,1.8626,0.009505,0.62723,0.083776,53.281,45.686
141840,64.316,59.299,3.296,56.693,32.82,22.889,38.876,49.757,28.894,41.776,18.698,50.0,0.035495,3742.6,4884.4,8.6426,26.949,41.804,2858.0,82.392,120.36,0.21066,76.048,50.264,2795.0,23.856,51.393,3216.9,22.588,61.303,167.63,356.66,94.367,76.275,33.812,8.322,29.342,7.0937,15.945,1.4879,35.355,13.121,28.378,0.9697,14.224,1.9915,3.9002,1.8626,0.009505,0.62723,0.083776,53.281,45.686
142020,63.426,59.625,2.4797,56.329,31.591,26.216,39.55,43.737,26.73,41.054,20.106,50.0,0.025452,3664.2,4871.9,8.5179,26.643,41.325,2845.3,81.65,120.36,0.23061,76.767,50.493,2782.6,22.426,48.791,3207.7,22.015,61.37,155.4,354.6,94.442,76.407,32.775,8.4642,29.006,6.9328,16.215,1.4763,35.22,12.986,28.314,1.1199,14.258,2.0548,3.8278,1.7884,0.009505,0.62723,0.083776,53.281,45.686
142200,63.09,58.648,2.342,56.071,30.428,26.035,35.221,43.181,24.562,40.663,20.462,50.0,0.026853,3683.7,4953.5,8.4238,26.805,41.637,2828.4,80.95,120.35,0.23209,76.936,49.022,2763.2,24.745,48.551,3195.4,21.915,61.403,143.23,353.52,94.727,75.862,32.775,8.4642,29.006,6.9328,16.215,1.4763,35.22,12.986,28.314,1.1199,14.258,2.0548,3.8278,1.7884,0.009505,0.62723,0.083776,53.281,45.686
142380,63.936,58.252,11.433,53.354,28.767,23.764,38.277,45.589,23.491,39.884,18.781,50.0,0.11213,3709.4,4969.1,8.4135,26.679,41.428,2810.8,82.283,120.33,0.21169,76.869,50.06,2744.4,24.514,49.592,3184.1,22.691,61.291,133.36,352.0,94.881,75.156,32.269,8.54,28.809,6.7096,16.903,1.5571,33.815,13.096,28.489,1.2837,15.069,2.0715,4.0783,1.8819,0.010857,0.71426,0.11305,52.909,44.159
142560,64.307,58.907,11.241,54.207,28.218,24.309,40.955,47.684,21.404,40.153,16.913,50.0,0.11408,3687.8,4914.4,8.3633,26.632,41.393,2794.2,82.32,120.35,0.20722,76.904,50.97,2726.8,22.913,50.497,3167.9,23.525,61.069,126.81,350.08,95.015,75.139,32.269,8.54,28.809,6.7096,16.903,1.5571,33.815,13.096,28.489,1.2837,15.069,2.0715,4.0783,1.8819,0.010857,0.71426,0.11305,52.909,44.159
142740,64.829,57.547,15.605,54.576,27.141,24.667,39.865,44.233,19.721,39.499,21.366,50.0,0.16056,3774.6,4918.1,8.119,27.072,41.177,2777.2,82.021,120.36,0.21893,77.172,50.6,2708.7,26.359,49.006,3154.0,21.69,60.852,115.88,347.58,95.099,75.117,32.404,8.638,28.684,6.9799,17.394,1.5862,33.602,13.404,27.598,1.0097,15.818,2.1189,4.3323,2.041,0.010857,0.71426,0.11305,52.909,44.159
142920,65.639,58.152,15.906,51.215,25.907,24.795,44.001,43.72,17.877,39.333,21.454,50.0,0.1575,3727.5,4867.6,8.1908,26.859,41.682,2756.4,81.61,120.37,0.21789,77.203,52.005,2688.1,24.36,48.784,3137.4,21.708,60.606,106.84,344.91,95.199,74.896,32.404,8.638,28.684,6.9799,17.394,1.5862,33.602,13.404,27.598,1.0097,15.818,2.1189,4.3323,2.041,0.010857,0.71426,0.11305,52.909,44.159
143100,63.717,57.759,14.261,50.541,25.538,28.911,40.863,48.435,16.021,38.779,19.53,50.0,0.145,3703.5,4822.8,7.9742,27.105,41.332,2737.9,81.947,120.35,0.2449,77.556,50.939,2669.2,24.554,50.822,3119.0,22.558,60.381,98.055,342.01,95.536,74.849,32.15,8.7129,28.537,7.2133,17.918,1.5976,32.733,13.35,27.087,1.2473,16.704,2.1125,4.2049,1.9803,0.010857,0.71426,0.11305,52.909,44.159
143280,64.411,57.42,14.297,50.817,24.326,28.64,37.468,48.287,15.855,38.315,19.349,50.0,0.14464,3663.2,4851.1,7.9564,26.764,41.196,2720.0,82.762,120.34,0.24712,77.884,49.785,2649.6,25.68,50.757,3103.8,22.654,60.229,92.022,338.98,95.648,74.45,32.15,8.7129,28.537,7.2133,17.918,1.5976,32.733,13.35,27.087,1.2473,16.704,2.1125,4.2049,1.9803,0.011322,0.84171,0.12245,53.733,43.702
143460,62.916,57.245,16.251,52.456,22.759,27.793,45.338,48.697,14.593,37.243,18.724,50.0,0.17202,3619.3,4774.1,8.031,26.907,41.419,2698.0,82.855,120.32,0.23687,77.706,52.46,2625.5,25.524,50.935,3087.7,22.942,60.033,86.145,335.28,96.227,73.734,31.072,8.8685,27.319,7.1847,18.119,1.5769,32.361,13.659,26.571,1.2755,16.995,2.1195,4.3212,2.0286,0.011322,0.84171,0.12245,53.733,43.702
143640,62.413,57.045,16.67,51.492,21.315,28.258,41.004,47.913,13.14,36.424,21.575,50.0,0.16775,3648.5,4790.8,7.9437,26.732,41.132,2678.7,81.873,120.3,0.23306,77.424,50.987,2604.6,25.509,50.596,3070.4,21.748,59.742,82.578,331.98,96.463,73.18,31.072,8.8685,27.319,7.1847,18.119,1.5769,32.361,13.659,26.571,1.2755,16.995,2.1195,4.3212,2.0286,0.011322,0.84171,0.12245,53.733,43.702
143820,62.719,57.194,27.567,52.774,19.919,32.625,44.561,50.682,11.98,35.634,17.78,50.0,0.27753,3627.9,4747.7,7.9053,26.771,41.403,2660.3,80.877,120.3,0.261,77.009,52.195,2583.8,26.48,51.792,3057.6,23.348,59.33,75.962,328.22,96.799,72.838,31.143,9.1707,27.515,7.2751,19.0,1.6079,31.368,13.732,26.138,1.4482,18.488,2.1519,4.5736,2.0334,0.011322,0.84171,0.12245,53.733,43.702
144000,62.241,57.435,27.23,53.214,19.41,32.34,42.442,51.369,11.065,35.787,17.605,50.0,0.28096,3655.7,4727.6,8.0552,27.157,41.552,2650.1,79.896,120.35,0.26333,77.279,51.475,2573.6,27.289,52.089,3049.9,23.391,58.879,66.825,324.64,96.805,73.414,31.143,9.1707,27.515,7.2751,19.0,1.6079,31.368,13.732,26.138,1.4482,18.488,2.1519,4.5736,2.0334,0.011322,0.84171,0.12245,53.733,43.702
144180,62.314,55.639,27.835,53.164,19.162,33.531,38.535,47.252,12.035,35.816,18.441,50.0,0.28347,3586.3,4700.0,8.1101,26.648,41.095,2649.6,79.981,120.38,0.26809,78.554,50.148,2574.3,25.345,50.31,3049.8,22.979,58.774,71.939,322.46,96.766,75.388,30.149,9.1279,26.529,7.1973,19.616,1.6821,30.481,14.12,25.587,1.2596,19.092,2.2154,4.4886,2.1287,0.023912,0.99966,0.12433,53.497,43.309
144360,62.037,55.704,27.846,53.026,18.305,33.558,43.644,52.952,11.754,36.92,16.505,50.0,0.28336,3602.4,4694.6,8.0257,26.717,41.355,2653.3,79.067,120.42,0.26786,80.304,51.884,2578.0,27.539,52.773,3057.6,23.741,59.084,70.798,319.11,96.442,77.371,30.149,9.1279,26.529,7.1973,19.616,1.6821,30.481,14.12,25.587,1.2596,19.092,2.2154,4.4886,2.1287,0.023912,0.99966,0.12433,53.497,43.309
144540,62.628,55.245,38.76,52.98,16.618,39.457,40.203,48.313,11.747,37.293,16.237,50.0,0.39673,3588.3,4599.2,8.1831,26.799,41.207,2652.7,79.011,120.45,0.30589,81.565,50.714,2575.6,25.917,50.769,3066.2,23.829,59.712,66.147,314.95,96.292,76.969,30.001,9.1437,26.616,7.2369,20.714,1.6486,30.209,14.121,24.745,1.4601,19.783,2.205,4.4945,1.9978,0.023912,0.99966,0.12433,53.497,43.309
144720,62.704,55.454,38.911,54.012,15.23,39.405,36.92,47.021,11.497,37.358,20.792,50.0,0.3952,3584.0,4581.7,8.1588,26.649,41.502,2638.5,79.454,120.42,0.30632,81.193,49.599,2560.0,25.906,50.21,3058.2,21.909,60.115,64.092,310.44,96.292,74.592,30.001,9.1437,26.616,7.2369,20.714,1.6486,30.209,14.121,24.745,1.4601,19.783,2.205,4.4945,1.9978,0.023912,0.99966,0.12433,53.497,43.309
144900,61.739,53.818,42.697,53.119,13.975,40.475,43.391,46.908,11.071,36.06,17.111,50.0,0.42937,3601.4,4473.7,8.0484,26.887,41.313,2615.0,78.393,120.36,0.30144,79.633,51.798,2533.4,26.598,50.162,3038.8,23.467,60.05,64.236,306.06,96.871,73.138,30.011,9.3045,25.674,7.1837,20.956,1.7064,29.23,14.09,23.803,1.4608,21.307,2.276,4.892,2.2265,0.023912,0.99966,0.12433,53.497,43.309
145080,62.155,53.549,42.364,54.256,13.871,39.918,38.179,44.567,13.889,35.967,15.684,50.0,0.43275,3577.3,4496.2,8.3438,26.766,41.374,2601.5,78.122,120.38,0.30601,78.932,50.027,2519.7,28.535,49.15,3023.9,24.054,59.659,75.368,305.04,97.077,73.306,30.011,9.3045,25.674,7.1837,20.956,1.7064,29.23,14.09,23.803,1.4608,21.307,2.276,4.892,2.2265,0.018769,1.2201,0.13826,53.905,42.912
145260,61.693,53.692,44.678,54.692,13.651,39.934,44.697,49.107,14.75,35.781,16.654,50.0,0.45272,3613.2,4405.7,8.3039,26.931,41.666,2599.3,77.164,120.4,0.30253,79.205,52.242,2518.1,28.236,51.112,3021.6,23.604,59.44,81.938,303.81,97.056,74.352,29.79,9.3778,25.542,7.2218,21.486,1.6968,28.729,14.279,23.194,1.7944,22.117,2.2648,5.085,2.4126,0.018769,1.2201,0.13826,53.905,42.912
145440,61.925,53.064,44.967,56.691,13.611,39.855,39.039,51.711,15.601,36.81,17.494,50.0,0.44978,3599.7,4458.3,8.4988,26.761,41.696,2604.2,75.327,120.43,0.30318,80.226,50.319,2524.5,27.41,52.237,3026.9,23.189,59.564,88.466,303.64,96.675,75.476,29.79,9.3778,25.542,7.2218,21.486,1.6968,28.729,14.279,23.194,1.7944,22.117,2.2648,5.085,2.4126,0.018769,1.2201,0.13826,53.905,42.912
145620,61.684,52.428,49.171,56.606,13.366,42.918,41.013,48.493,16.602,37.448,14.987,50.0,0.49729,3576.8,4368.3,8.5216,26.808,41.541,2609.6,75.473,120.48,0.32379,81.218,50.99,2529.3,28.523,50.846,3036.7,24.171,59.919,93.022,302.22,96.393,76.546,29.448,9.4179,25.118,7.3089,21.921,1.6911,28.791,14.485,22.842,1.7658,22.978,2.2629,4.8399,2.1658,0.018769,1.2201,0.13826,53.905,42.912
145800,61.729,52.302,49.07,54.189,12.99,42.842,41.629,48.781,17.737,38.308,16.422,50.0,0.49832,3574.2,4378.8,8.6467,26.857,41.723,2614.5,75.299,120.49,0.32441,82.017,51.199,2534.3,25.733,50.971,3042.9,23.514,60.439,95.789,301.07,96.212,76.815,29.448,9.4179,25.118,7.3089,21.921,1.6911,28.791,14.485,22.842,1.7658,22.978,2.2629,4.8399,2.1658,0.018769,1.2201,0.13826,53.905,42.912
145980,61.345,51.409,54.985,55.064,12.192,46.0,39.601,46.587,23.319,37.361,19.586,50.0,0.5579,3531.1,4323.0,8.6495,26.624,42.206,2611.3,74.582,120.44,0.35061,82.131,50.51,2530.1,27.625,50.023,3045.2,22.16,61.057,117.21,299.34,95.973,76.303,29.494,9.2463,24.79,7.2343,22.152,1.6622,28.651,14.406,21.989,1.8231,23.385,2.3255,5.0219,2.35,0.017215,1.3076,0.14192,54.019,42.247
146160,60.918,51.754,54.954,56.791,12.788,46.297,39.458,46.372,26.057,38.43,16.065,50.0,0.55821,3555.9,4294.1,8.6879,27.302,41.756,2610.6,74.937,120.48,0.34818,82.079,50.461,2530.2,27.043,49.93,3043.0,23.613,61.649,131.4,300.36,96.128,76.656,29.494,9.2463,24.79,7.2343,22.152,1.6622,28.651,14.406,21.989,1.8231,23.385,2.3255,5.0219,2.35,0.017215,1.3076,0.14192,54.019,42.247
146340,61.204,51.445,57.212,57.872,12.344,45.314,39.37,44.744,28.868,38.248,17.029,50.0,0.58268,3555.9,4226.8,8.7444,27.006,41.503,2610.3,74.982,120.45,0.34652,82.165,50.432,2530.1,26.358,49.227,3043.8,23.187,62.209,144.55,300.48,95.844,76.549,29.169,9.1884,24.318,7.1037,22.577,1.7014,29.032,14.28,21.485,1.419,23.439,2.3605,5.119,2.3812,0.017215,1.3076,0.14192,54.019,42.247
146520,61.04,51.292,57.229,57.268,12.412,45.515,40.945,47.364,31.805,39.916,15.755,50.0,0.58251,3565.5,4239.6,8.9699,27.024,42.081,2610.5,73.575,120.47,0.34487,82.077,50.967,2530.3,26.422,50.359,3045.2,23.709,62.726,156.06,300.75,95.909,76.675,29.169,9.1884,24.318,7.1037,22.577,1.7014,29.032,14.28,21.485,1.419,23.439,2.3605,5.119,2.3812,0.017215,1.3076,0.14192,54.019,42.247
146700,61.895,50.161,63.354,59.214,12.355,44.092,42.027,44.626,34.564,38.164,17.011,50.0,0.6426,3566.6,4196.4,9.0071,26.768,42.345,2613.9,73.382,120.44,0.33516,82.274,51.334,2534.7,27.407,49.176,3048.8,23.155,63.233,169.35,302.3,95.597,77.317,29.681,9.1869,24.041,7.006,22.262,1.694,29.176,14.528,20.967,1.5907,23.746,2.3875,5.2687,2.3774,0.017215,1.3076,0.14192,54.019,42.247
146880,61.529,50.567,63.188,58.597,13.242,43.921,37.283,46.858,39.732,39.665,15.061,50.0,0.64429,3587.9,4162.5,9.1551,27.007,42.25,2619.1,73.004,120.49,0.33656,82.617,49.722,2540.3,27.331,50.14,3052.1,23.958,63.837,189.02,304.87,95.267,77.556,29.681,9.1869,24.041,7.006,22.262,1.694,29.176,14.528,20.967,1.5907,23.746,2.3875,5.2687,2.3774,0.028326,1.3813,0.11434,53.989,42.46
147060,62.217,50.293,61.168,60.178,13.148,47.372,39.539,51.436,43.562,39.615,16.559,50.0,0.6233,3588.2,4198.9,8.9859,26.917,42.646,2622.3,72.642,120.46,0.36966,82.88,50.489,2543.6,25.552,52.118,3054.3,23.317,64.568,204.31,306.51,95.097,77.55,30.509,9.2423,24.581,6.9872,22.735,1.7075,29.461,14.38,20.471,1.4137,23.655,2.3641,5.2321,2.4733,0.028326,1.3813,0.11434,53.989,42.46
147240,61.704,49.888,61.242,59.542,13.812,47.114,37.779,46.332,47.356,40.623,18.154,50.0,0.62256,3618.0,4232.7,9.1716,27.228,42.473,2622.4,72.53,120.47,0.37177,82.837,49.891,2544.6,27.369,49.913,3053.2,22.636,65.245,219.71,308.81,95.013,77.553,30.509,9.2423,24.581,6.9872,22.735,1.7075,29.461,14.38,20.471,1.4137,23.655,2.3641,5.2321,2.4733,0.028326,1.3813,0.11434,53.989,42.46
147420,62.388,49.272,55.603,61.194,14.282,45.766,40.42,44.05,51.334,40.601,16.721,50.0,0.56321,3581.6,4134.8,9.0942,27.191,42.085,2622.5,72.808,120.45,0.35798,82.775,50.788,2545.0,24.18,48.927,3051.0,23.231,65.86,232.77,311.31,94.967,77.995,30.367,9.4244,23.95,6.9507,22.158,1.7516,29.729,14.469,20.049,1.5462,23.519,2.37,5.2463,2.5485,0.028326,1.3813,0.11434,53.989,42.46
147600,61.761,49.579,55.714,62.224,14.567,45.508,37.61,51.266,55.081,41.0,18.705,50.0,0.56208,3618.0,4109.1,9.1759,27.053,42.536,2623.3,72.614,120.47,0.3601,82.826,49.834,2545.9,26.0,52.045,3050.3,22.408,66.49,248.14,312.94,94.846,77.761,30.367,9.4244,23.95,6.9507,22.158,1.7516,29.729,14.469,20.049,1.5462,23.519,2.37,5.2463,2.5485,0.028326,1.3813,0.11434,53.989,42.46
147780,61.475,49.811,58.511,60.483,15.177,46.867,34.701,45.426,61.126,40.926,17.365,50.0,0.59761,3648.4,4156.4,9.331,26.919,42.703,2625.2,72.672,120.43,0.37581,82.818,48.845,2548.9,23.988,49.521,3050.6,22.986,67.113,268.84,316.16,94.777,77.989,30.753,9.2207,23.929,6.9488,21.604,1.7317,30.903,14.296,19.816,1.4872,22.657,2.3843,5.3156,2.4778,0.029723,1.2621,0.12769,54.338,43.688
147960,62.067,49.954,58.714,59.248,16.288,47.032,32.756,52.421,66.054,41.891,20.132,50.0,0.59555,3614.1,4144.5,9.2975,27.064,42.643,2632.4,71.186,120.47,0.37445,83.369,48.184,2558.0,27.264,52.544,3053.2,21.814,67.833,284.01,319.27,94.522,79.39,30.753,9.2207,23.929,6.9488,21.604,1.7317,30.903,14.296,19.816,1.4872,22.657,2.3843,5.3156,2.4778,0.029723,1.2621,0.12769,54.338,43.688
148140,62.504,50.376,56.449,61.868,16.499,45.35,33.679,42.454,71.021,41.847,14.431,50.0,0.57759,3585.9,4179.1,9.3406,26.827,42.235,2641.2,72.965,120.46,0.3571,84.146,48.498,2566.8,23.873,48.237,3061.0,24.221,68.731,298.25,321.56,94.269,80.627,31.523,9.3553,23.755,6.8016,20.846,1.7353,31.493,14.394,20.313,1.4006,23.138,2.4273,5.2339,2.5703,0.029723,1.2621,0.12769,54.338,43.688
148320,61.463,50.586,56.564,62.767,17.471,45.053,36.816,41.425,76.047,43.511,20.851,50.0,0.57643,3646.4,4161.6,9.1781,26.815,42.573,2650.7,72.333,120.49,0.35953,85.066,49.564,2578.2,25.981,47.793,3068.2,21.537,69.784,311.3,324.72,93.956,81.404,31.523,9.3553,23.755,6.8016,20.846,1.7353,31.493,14.394,20.313,1.4006,23.138,2.4273,5.2339,2.5703,0.029723,1.2621,0.12769,54.338,43.688
148500,62.601,51.049,50.275,59.709,17.668,46.471,39.258,47.338,81.074,42.674,19.463,50.0,0.51342,3655.7,4243.8,9.1555,26.886,42.708,2653.5,73.387,120.43,0.37566,85.449,50.393,2581.4,24.522,50.347,3069.9,22.174,70.837,323.86,326.26,93.869,80.623,31.685,9.2537,23.929,6.9345,21.209,1.7104,31.7,14.272,19.733,1.232,22.104,2.4274,5.4205,2.5441,0.029723,1.2621,0.12769,54.338,43.688
148680,63.164,50.677,50.417,60.29,16.937,46.827,32.452,45.996,84.643,42.232,19.804,50.0,0.51198,3623.0,4274.8,9.2299,26.631,42.703,2643.7,73.577,120.43,0.37274,84.568,48.081,2571.5,23.056,49.768,3062.9,22.105,71.586,328.04,326.62,94.038,78.877,31.685,9.2537,23.929,6.9345,21.209,1.7104,31.7,14.272,19.733,1.232,22.104,2.4274,5.4205,2.5441,0.031491,1.1037,0.11435,53.933,42.774
148860,61.557,50.06,49.499,60.265,17.134,45.245,32.62,41.487,88.565,40.346,21.869,50.0,0.50196,3649.4,4220.4,9.1852,27.192,42.376,2628.5,73.782,120.33,0.36522,82.919,48.138,2553.8,25.246,47.819,3045.1,21.32,71.901,342.09,328.1,94.463,77.046,31.885,9.2128,23.074,6.9564,20.884,1.7209,32.247,14.141,19.855,1.3065,20.966,2.3832,5.6359,2.7669,0.031491,1.1037,0.11435,53.933,42.774
149040,61.88,50.301,49.345,62.715,18.168,45.263,34.24,43.741,92.384,40.995,20.394,50.0,0.50353,3630.6,4200.3,9.085,27.072,42.739,2617.7,74.342,120.35,0.36507,81.354,48.688,2542.8,25.722,48.793,3027.3,22.014,71.768,357.52,331.3,94.863,76.275,31.885,9.2128,23.074,6.9564,20.884,1.7209,32.247,14.141,19.855,1.3065,20.966,2.3832,5.6359,2.7669,0.031491,1.1037,0.11435,53.933,42.774
149220,62.842,50.429,48.108,61.895,18.418,43.25,41.906,48.376,95.855,39.477,19.73,50.0,0.48595,3560.1,4224.2,9.3356,26.897,42.794,2616.0,73.978,120.32,0.35742,80.91,51.293,2541.5,24.785,50.796,3021.8,22.324,71.618,376.95,334.14,95.102,76.869,32.1,9.2415,23.793,6.8026,19.978,1.7303,32.621,14.397,19.669,1.4846,20.997,2.3872,5.6018,2.6352,0.031491,1.1037,0.11435,53.933,42.774
149400,61.773,50.524,47.964,62.926,19.49,43.57,41.065,48.397,99.916,40.938,16.683,50.0,0.48741,3622.2,4216.3,9.3397,26.88,42.276,2625.3,72.423,120.36,0.3548,81.476,51.008,2552.4,25.708,50.805,3028.0,23.579,71.72,389.63,336.26,94.797,78.539,32.1,9.2415,23.793,6.8026,19.978,1.7303,32.621,14.397,19.669,1.4846,20.997,2.3872,5.6018,2.6352,0.031491,1.1037,0.11435,53.933,42.774
149580,62.87,51.46,46.003,61.767,20.182,47.289,38.773,48.693,100.11,40.9,16.232,50.0,0.46986,3637.0,4300.7,9.3359,27.073,42.487,2635.8,73.722,120.39,0.38591,82.328,50.229,2564.3,28.781,50.933,3036.9,23.748,72.166,389.9,338.0,94.543,79.041,32.723,9.2549,23.361,6.7772,19.999,1.7279,34.204,14.385,19.594,1.5581,20.85,2.3812,5.2451,2.4224,0.0032527,0.9097,0.090846,52.808,43.507
149760,63.332,51.525,46.376,61.304,20.458,46.934,41.734,43.867,100.15,42.6,15.521,50.0,0.46606,3610.1,4295.2,9.4388,27.146,42.198,2642.1,72.772,120.44,0.38882,82.679,51.235,2571.6,25.306,48.847,3043.7,24.025,72.619,384.16,338.94,94.304,78.818,32.723,9.2549,23.361,6.7772,19.999,1.7279,34.204,14.385,19.594,1.5581,20.85,2.3812,5.2451,2.4224,0.0032527,0.9097,0.090846,52.808,43.507
149940,62.483,51.556,40.062,62.933,20.144,46.998,42.387,49.613,100.11,40.852,18.077,50.0,0.40499,3677.4,4271.3,9.3526,26.969,42.542,2638.3,73.002,120.39,0.39242,82.12,51.457,2566.7,24.262,51.33,3040.5,22.943,72.84,384.45,340.21,94.315,77.426,33.412,9.2718,23.8,6.8957,19.884,1.7286,34.187,14.272,19.172,1.2435,20.278,2.368,5.1759,2.4968,0.0032527,0.9097,0.090846,52.808,43.507
150120,62.572,51.498,40.026,60.957,19.872,46.877,34.98,47.117,100.05,41.192,20.152,50.0,0.40536,3672.3,4276.1,9.4504,26.718,42.891,2629.3,72.709,120.37,0.3934,80.874,48.94,2556.1,24.002,50.252,3032.0,22.072,72.667,387.51,340.82,94.711,76.191,33.412,9.2718,23.8,6.8957,19.884,1.7286,34.187,14.272,19.172,1.2435,20.278,2.368,5.1759,2.4968,0.0032527,0.9097,0.090846,52.808,43.507
150300,62.029,51.482,32.469,61.458,20.737,45.402,39.989,41.896,100.01,40.317,16.781,50.0,0.33055,3646.0,4284.7,9.5955,26.975,42.608,2625.4,72.718,120.36,0.38696,80.002,50.642,2552.4,26.023,47.996,3021.4,23.495,72.298,393.29,343.7,94.763,76.018,33.321,9.1001,23.449,6.7031,19.323,1.7578,34.461,14.334,19.468,1.4114,20.314,2.3742,5.3008,2.536,0.0032527,0.9097,0.090846,52.808,43.507
150480,62.993,51.243,32.446,63.166,21.459,45.609,40.486,49.194,98.615,39.625,16.597,50.0,0.33079,3589.9,4304.7,9.4898,26.666,42.399,2631.0,73.05,120.35,0.38527,80.056,50.811,2558.4,26.058,51.15,3022.8,23.55,71.893,395.5,345.6,94.825,77.125,33.321,9.1001,23.449,6.7031,19.323,1.7578,34.461,14.334,19.468,1.4114,20.314,2.3742,5.3008,2.536,0.016645,0.80764,0.07836,53.89,43.637
